0.00, 0.44, 0.45, 0.50, 0.46, 0.49, 0.48, 0.52, 0.43, 0.48, 0.48
0.56, 0.00, 0.50, 0.50, 0.48, 0.56, 0.51, 0.57, 0.50, 0.52, 0.52
0.55, 0.50, 0.00, 0.48, 0.53, 0.60, 0.54, 0.51, 0.52, 0.53, 0.53
0.50, 0.50, 0.52, 0.00, 0.46, 0.53, 0.53, 0.56, 0.49, 0.45, 0.45
0.54, 0.52, 0.47, 0.54, 0.00, 0.58, 0.52, 0.54, 0.48, 0.55, 0.55
0.51, 0.44, 0.40, 0.47, 0.42, 0.00, 0.47, 0.48, 0.51, 0.45, 0.45
0.52, 0.49, 0.46, 0.47, 0.48, 0.53, 0.00, 0.51, 0.51, 0.45, 0.45
0.48, 0.43, 0.49, 0.44, 0.46, 0.52, 0.49, 0.00, 0.47, 0.51, 0.51
0.57, 0.50, 0.48, 0.51, 0.52, 0.49, 0.49, 0.53, 0.00, 0.51, 0.51
0.52, 0.48, 0.47, 0.55, 0.45, 0.55, 0.55, 0.49, 0.49, 0.00, 0.00
0.48, 0.58, 0.49, 0.50, 0.49, 0.55, 0.56, 0.55, 0.48, 0.56, 0.56
