0.00, 0.44, 0.45, 0.49, 0.48, 0.47, 0.49, 0.55, 0.53, 0.44, 0.48, 0.48
0.56, 0.00, 0.48, 0.49, 0.53, 0.49, 0.55, 0.57, 0.52, 0.53, 0.55, 0.55
0.55, 0.52, 0.00, 0.48, 0.46, 0.45, 0.53, 0.56, 0.54, 0.50, 0.60, 0.60
0.51, 0.51, 0.52, 0.00, 0.48, 0.50, 0.54, 0.53, 0.50, 0.52, 0.56, 0.56
0.52, 0.47, 0.54, 0.52, 0.00, 0.51, 0.60, 0.53, 0.48, 0.46, 0.56, 0.56
0.53, 0.51, 0.55, 0.50, 0.49, 0.00, 0.55, 0.47, 0.54, 0.45, 0.45, 0.45
0.51, 0.45, 0.47, 0.46, 0.40, 0.45, 0.00, 0.46, 0.51, 0.52, 0.45, 0.45
0.45, 0.43, 0.44, 0.47, 0.47, 0.53, 0.54, 0.00, 0.46, 0.47, 0.47, 0.47
0.47, 0.48, 0.46, 0.50, 0.52, 0.46, 0.49, 0.54, 0.00, 0.44, 0.50, 0.50
0.56, 0.47, 0.50, 0.48, 0.54, 0.55, 0.48, 0.53, 0.56, 0.00, 0.53, 0.53
0.52, 0.45, 0.40, 0.44, 0.44, 0.55, 0.55, 0.53, 0.50, 0.47, 0.00, 0.00
0.48, 0.48, 0.49, 0.49, 0.45, 0.54, 0.47, 0.51, 0.50, 0.49, 0.43, 0.43
