0.00, 0.52, 0.49, 0.51, 0.50, 0.52, 0.53, 0.47, 0.52, 0.45, 0.51, 0.51
0.48, 0.00, 0.47, 0.49, 0.54, 0.54, 0.43, 0.47, 0.45, 0.53, 0.51, 0.51
0.51, 0.53, 0.00, 0.49, 0.53, 0.56, 0.54, 0.54, 0.49, 0.57, 0.53, 0.53
0.49, 0.51, 0.51, 0.00, 0.50, 0.54, 0.50, 0.43, 0.50, 0.53, 0.49, 0.49
0.50, 0.46, 0.47, 0.50, 0.00, 0.46, 0.43, 0.49, 0.48, 0.54, 0.50, 0.50
0.48, 0.46, 0.44, 0.46, 0.54, 0.00, 0.49, 0.48, 0.43, 0.52, 0.53, 0.53
0.47, 0.57, 0.46, 0.50, 0.57, 0.51, 0.00, 0.47, 0.50, 0.42, 0.54, 0.54
0.53, 0.53, 0.46, 0.57, 0.51, 0.52, 0.53, 0.00, 0.44, 0.51, 0.52, 0.52
0.48, 0.55, 0.51, 0.50, 0.52, 0.57, 0.50, 0.56, 0.00, 0.56, 0.51, 0.51
0.55, 0.47, 0.43, 0.47, 0.46, 0.48, 0.58, 0.49, 0.44, 0.00, 0.52, 0.52
0.49, 0.49, 0.47, 0.51, 0.50, 0.47, 0.46, 0.48, 0.49, 0.48, 0.00, 0.00
0.46, 0.51, 0.44, 0.51, 0.50, 0.49, 0.47, 0.52, 0.46, 0.49, 0.48, 0.48
