0.00, 0.50, 0.50, 0.50, 0.47, 0.47, 0.45, 0.44, 0.47, 0.47
0.50, 0.00, 0.48, 0.50, 0.44, 0.48, 0.47, 0.44, 0.43, 0.43
0.50, 0.52, 0.00, 0.53, 0.42, 0.49, 0.53, 0.53, 0.48, 0.48
0.50, 0.50, 0.47, 0.00, 0.43, 0.49, 0.52, 0.51, 0.50, 0.50
0.53, 0.56, 0.58, 0.57, 0.00, 0.48, 0.53, 0.55, 0.49, 0.49
0.53, 0.52, 0.51, 0.51, 0.52, 0.00, 0.49, 0.52, 0.46, 0.46
0.55, 0.53, 0.47, 0.48, 0.47, 0.51, 0.00, 0.48, 0.46, 0.46
0.56, 0.56, 0.47, 0.49, 0.45, 0.48, 0.52, 0.00, 0.50, 0.50
0.53, 0.57, 0.52, 0.50, 0.51, 0.54, 0.54, 0.50, 0.00, 0.00
0.50, 0.48, 0.44, 0.55, 0.45, 0.49, 0.49, 0.49, 0.44, 0.44
